fecha,venta,
2013-09-26,"$6,00",
2013-09-27,"$6,00",
2013-09-28,"$6,00",
2013-09-29,"$6,00",
2013-09-30,"$6,00",
2013-10-01,"$6,00",
2013-10-02,"$6,00",
2013-10-03,"$6,00",
2013-10-04,"$6,00",
2013-10-05,"$6,00",
2013-10-06,"$6,00",
2013-10-07,"$6,00",
2013-10-08,"$6,00",
2013-10-09,"$6,00",
2013-10-10,"$6,00",
2013-10-11,"$6,00",
2013-10-12,"$6,00",
2013-10-13,"$6,00",
2013-10-14,"$6,00",
2013-10-15,"$6,00",
2013-10-16,"$6,00",
2013-10-17,"$6,00",
2013-10-18,"$6,00",
2013-10-19,"$6,00",
2013-10-20,"$6,00",
2013-10-21,"$6,00",
2013-10-22,"$6,00",
2013-10-23,"$6,00",
2013-10-24,"$6,00",
2013-10-25,"$6,00",
2013-10-26,"$6,00",
2013-10-27,"$6,00",
2013-10-28,"$6,00",
2013-10-29,"$6,00",
2013-10-30,"$6,00",
2013-10-31,"$6,00",
2013-11-01,"$6,00",
2013-11-02,"$6,00",
2013-11-03,"$6,00",
2013-11-04,"$6,00",
2013-11-05,"$6,00",
2013-11-06,"$6,00",
2013-11-07,"$6,00",
2013-11-08,"$6,00",
2013-11-09,"$6,00",
2013-11-10,"$6,00",
2013-11-11,"$6,00",
2013-11-12,"$6,00",
2013-11-13,"$6,00",
2013-11-14,"$6,00",
2013-11-15,"$6,00",
2013-11-16,"$6,00",
2013-11-17,"$6,00",
2013-11-18,"$6,00",
2013-11-19,"$6,00",
2013-11-20,"$6,00",
2013-11-21,"$6,00",
2013-11-22,"$6,00",
2013-11-23,"$6,00",
2013-11-24,"$6,00",
2013-11-25,"$6,00",
2013-11-26,"$6,00",
2013-11-27,"$6,00",
2013-11-28,"$6,00",
2013-11-29,"$6,00",
2013-11-30,"$6,00",
2013-12-01,"$6,00",
2013-12-02,"$6,00",
2013-12-03,"$6,00",
2013-12-04,"$6,00",
2013-12-05,"$6,00",
2013-12-06,"$6,00",
2013-12-07,"$6,00",
2013-12-08,"$6,00",
2013-12-09,"$6,00",
2013-12-10,"$6,00",
2013-12-11,"$6,00",
2013-12-12,"$6,00",
2013-12-13,"$6,00",
2013-12-14,"$6,00",
2013-12-15,"$6,00",
2013-12-16,"$6,00",
2013-12-17,"$6,00",
2013-12-18,"$6,00",
2013-12-19,"$6,00",
2013-12-20,"$6,00",
2013-12-21,"$6,00",
2013-12-22,"$6,00",
2013-12-23,"$6,00",
2013-12-24,"$6,00",
2013-12-25,"$6,00",
2013-12-26,"$6,00",
2013-12-27,"$6,00",
2013-12-28,"$6,00",
2013-12-29,"$6,00",
2013-12-30,"$6,00",
2013-12-31,"$6,00",
2014-01-01,"$6,00",
2014-01-02,"$6,00",
2014-01-03,"$6,00",
2014-01-04,"$6,00",
2014-01-05,"$6,00",
2014-01-06,"$6,00",
2014-01-07,"$7,00",
2014-01-08,"$7,00",
2014-01-09,"$7,00",
2014-01-10,"$7,00",
2014-01-11,"$7,00",
2014-01-12,"$7,00",
2014-01-13,"$7,00",
2014-01-14,"$7,00",
2014-01-15,"$7,00",
2014-01-16,"$7,00",
2014-01-17,"$7,00",
2014-01-18,"$7,00",
2014-01-19,"$7,00",
2014-01-20,"$7,00",
2014-01-21,"$7,00",
2014-01-22,"$7,00",
2014-01-23,"$8,00",
2014-01-24,"$8,00",
2014-01-25,"$8,00",
2014-01-26,"$8,00",
2014-01-27,"$8,00",
2014-01-28,"$8,00",
2014-01-29,"$8,00",
2014-01-30,"$8,00",
2014-01-31,"$8,00",
2014-02-01,"$8,00",
2014-02-02,"$8,00",
2014-02-03,"$8,00",
2014-02-04,"$8,00",
2014-02-05,"$8,00",
2014-02-06,"$8,00",
2014-02-07,"$8,00",
2014-02-08,"$8,00",
2014-02-09,"$8,00",
2014-02-10,"$8,00",
2014-02-11,"$8,00",
2014-02-12,"$8,00",
2014-02-13,"$8,00",
2014-02-14,"$8,00",
2014-02-15,"$8,00",
2014-02-16,"$8,00",
2014-02-17,"$8,00",
2014-02-18,"$8,00",
2014-02-19,"$8,00",
2014-02-20,"$8,00",
2014-02-21,"$8,00",
2014-02-22,"$8,00",
2014-02-23,"$8,00",
2014-02-24,"$8,00",
2014-02-25,"$8,00",
2014-02-26,"$8,00",
2014-02-27,"$8,00",
2014-02-28,"$8,00",
2014-03-01,"$8,00",
2014-03-02,"$8,00",
2014-03-03,"$8,00",
2014-03-04,"$8,00",
2014-03-05,"$8,00",
2014-03-06,"$8,00",
2014-03-07,"$8,00",
2014-03-08,"$8,00",
2014-03-09,"$8,00",
2014-03-10,"$8,00",
2014-03-11,"$8,00",
2014-03-12,"$8,00",
2014-03-13,"$8,00",
2014-03-14,"$8,00",
2014-03-15,"$8,00",
2014-03-16,"$8,00",
2014-03-17,"$8,00",
2014-03-18,"$8,00",
2014-03-19,"$8,00",
2014-03-20,"$8,00",
2014-03-21,"$8,00",
2014-03-22,"$8,00",
2014-03-23,"$8,00",
2014-03-24,"$8,00",
2014-03-25,"$8,00",
2014-03-26,"$8,00",
2014-03-27,"$8,00",
2014-03-28,"$8,00",
2014-03-29,"$8,00",
2014-03-30,"$8,00",
2014-03-31,"$8,00",
2014-04-01,"$8,00",
2014-04-02,"$8,00",
2014-04-03,"$8,00",
2014-04-04,"$8,00",
2014-04-05,"$8,00",
2014-04-06,"$8,00",
2014-04-07,"$8,00",
2014-04-08,"$8,00",
2014-04-09,"$8,00",
2014-04-10,"$8,00",
2014-04-11,"$8,00",
2014-04-12,"$8,00",
2014-04-13,"$8,00",
2014-04-14,"$8,00",
2014-04-15,"$8,00",
2014-04-16,"$8,00",
2014-04-17,"$8,00",
2014-04-18,"$8,00",
2014-04-19,"$8,00",
2014-04-20,"$8,00",
2014-04-21,"$8,00",
2014-04-22,"$8,00",
2014-04-23,"$8,00",
2014-04-24,"$8,00",
2014-04-25,"$8,00",
2014-04-26,"$8,00",
2014-04-27,"$8,00",
2014-04-28,"$8,00",
2014-04-29,"$8,00",
2014-04-30,"$8,00",
2014-05-01,"$8,00",
2014-05-02,"$8,00",
2014-05-03,"$8,00",
2014-05-04,"$8,00",
2014-05-05,"$8,00",
2014-05-06,"$8,00",
2014-05-07,"$8,00",
2014-05-08,"$8,00",
2014-05-09,"$8,00",
2014-05-10,"$8,00",
2014-05-11,"$8,00",
2014-05-12,"$8,00",
2014-05-13,"$8,00",
2014-05-14,"$8,00",
2014-05-15,"$8,00",
2014-05-16,"$8,00",
2014-05-17,"$8,00",
2014-05-18,"$8,00",
2014-05-19,"$8,00",
2014-05-20,"$8,00",
2014-05-21,"$8,00",
2014-05-22,"$8,00",
2014-05-23,"$8,00",
2014-05-24,"$8,00",
2014-05-25,"$8,00",
2014-05-26,"$8,00",
2014-05-27,"$8,00",
2014-05-28,"$8,00",
2014-05-29,"$8,00",
2014-05-30,"$8,00",
2014-05-31,"$8,00",
2014-06-01,"$8,00",
2014-06-02,"$8,00",
2014-06-03,"$8,00",
2014-06-04,"$8,00",
2014-06-05,"$8,00",
2014-06-06,"$8,00",
2014-06-07,"$8,00",
2014-06-08,"$8,00",
2014-06-09,"$8,00",
2014-06-10,"$8,00",
2014-06-11,"$8,00",
2014-06-12,"$8,00",
2014-06-13,"$8,00",
2014-06-14,"$8,00",
2014-06-15,"$8,00",
2014-06-16,"$8,00",
2014-06-17,"$8,00",
2014-06-18,"$8,00",
2014-06-19,"$8,00",
2014-06-20,"$8,00",
2014-06-21,"$8,00",
2014-06-22,"$8,00",
2014-06-23,"$8,00",
2014-06-24,"$8,00",
2014-06-25,"$8,00",
2014-06-26,"$8,00",
2014-06-27,"$8,00",
2014-06-28,"$8,00",
2014-06-29,"$8,00",
2014-06-30,"$8,00",
2014-07-01,"$8,00",
2014-07-02,"$8,00",
2014-07-03,"$8,00",
2014-07-04,"$8,00",
2014-07-05,"$8,00",
2014-07-06,"$8,00",
2014-07-07,"$8,00",
2014-07-08,"$8,00",
2014-07-09,"$8,00",
2014-07-10,"$8,00",
2014-07-11,"$8,00",
2014-07-12,"$8,00",
2014-07-13,"$8,00",
2014-07-14,"$8,00",
2014-07-15,"$8,00",
2014-07-16,"$8,00",
2014-07-17,"$8,00",
2014-07-18,"$8,00",
2014-07-19,"$8,00",
2014-07-20,"$8,00",
2014-07-21,"$8,00",
2014-07-22,"$8,00",
2014-07-23,"$8,00",
2014-07-24,"$8,00",
2014-07-25,"$8,00",
2014-07-26,"$8,00",
2014-07-27,"$8,00",
2014-07-28,"$8,00",
2014-07-29,"$8,00",
2014-07-30,"$8,00",
2014-07-31,"$8,00",
2014-08-01,"$8,00",
2014-08-02,"$8,00",
2014-08-03,"$8,00",
2014-08-04,"$8,00",
2014-08-05,"$8,00",
2014-08-06,"$8,00",
2014-08-07,"$8,00",
2014-08-08,"$8,00",
2014-08-09,"$8,00",
2014-08-10,"$8,00",
2014-08-11,"$8,00",
2014-08-12,"$8,00",
2014-08-13,"$8,00",
2014-08-14,"$8,00",
2014-08-15,"$8,00",
2014-08-16,"$8,00",
2014-08-17,"$8,00",
2014-08-18,"$8,00",
2014-08-19,"$8,00",
2014-08-20,"$8,00",
2014-08-21,"$8,00",
2014-08-22,"$8,00",
2014-08-23,"$8,00",
2014-08-24,"$8,00",
2014-08-25,"$8,00",
2014-08-26,"$8,00",
2014-08-27,"$8,00",
2014-08-28,"$8,00",
2014-08-29,"$8,00",
2014-08-30,"$8,00",
2014-08-31,"$8,00",
2014-09-01,"$8,00",
2014-09-02,"$8,00",
2014-09-03,"$8,00",
2014-09-04,"$8,00",
2014-09-05,"$8,00",
2014-09-06,"$8,00",
2014-09-07,"$8,00",
2014-09-08,"$8,00",
2014-09-09,"$8,00",
2014-09-10,"$8,00",
2014-09-11,"$8,00",
2014-09-12,"$8,00",
2014-09-13,"$8,00",
2014-09-14,"$8,00",
2014-09-15,"$8,00",
2014-09-16,"$8,00",
2014-09-17,"$8,00",
2014-09-18,"$8,00",
2014-09-19,"$8,00",
2014-09-20,"$8,00",
2014-09-21,"$8,00",
2014-09-22,"$8,00",
2014-09-23,"$8,00",
2014-09-24,"$8,00",
2014-09-25,"$8,00",
2014-09-26,"$8,00",
2014-09-27,"$8,00",
2014-09-28,"$8,00",
2014-09-29,"$8,00",
2014-09-30,"$8,00",
2014-10-01,"$8,00",
2014-10-02,"$8,00",
2014-10-03,"$8,00",
2014-10-04,"$8,00",
2014-10-05,"$8,00",
2014-10-06,"$8,00",
2014-10-07,"$8,00",
2014-10-08,"$8,00",
2014-10-09,"$8,00",
2014-10-10,"$8,00",
2014-10-11,"$8,00",
2014-10-12,"$8,00",
2014-10-13,"$8,00",
2014-10-14,"$8,00",
2014-10-15,"$8,00",
2014-10-16,"$8,00",
2014-10-17,"$8,00",
2014-10-18,"$8,00",
2014-10-19,"$8,00",
2014-10-20,"$8,00",
2014-10-21,"$8,00",
2014-10-22,"$8,00",
2014-10-23,"$8,00",
2014-10-24,"$8,00",
2014-10-25,"$9,00",
2014-10-26,"$9,00",
2014-10-27,"$9,00",
2014-10-28,"$9,00",
2014-10-29,"$9,00",
2014-10-30,"$9,00",
2014-10-31,"$9,00",
2014-11-01,"$9,00",
2014-11-02,"$9,00",
2014-11-03,"$9,00",
2014-11-04,"$9,00",
2014-11-05,"$9,00",
2014-11-06,"$9,00",
2014-11-07,"$9,00",
2014-11-08,"$9,00",
2014-11-09,"$9,00",
2014-11-10,"$9,00",
2014-11-11,"$9,00",
2014-11-12,"$9,00",
2014-11-13,"$9,00",
2014-11-14,"$9,00",
2014-11-15,"$9,00",
2014-11-16,"$9,00",
2014-11-17,"$9,00",
2014-11-18,"$9,00",
2014-11-19,"$9,00",
2014-11-20,"$9,00",
2014-11-21,"$9,00",
2014-11-22,"$9,00",
2014-11-23,"$9,00",
2014-11-24,"$9,00",
2014-11-25,"$9,00",
2014-11-26,"$9,00",
2014-11-27,"$9,00",
2014-11-28,"$9,00",
2014-11-29,"$9,00",
2014-11-30,"$9,00",
2014-12-01,"$9,00",
2014-12-02,"$9,00",
2014-12-03,"$9,00",
2014-12-04,"$9,00",
2014-12-05,"$9,00",
2014-12-06,"$9,00",
2014-12-07,"$9,00",
2014-12-08,"$9,00",
2014-12-09,"$9,00",
2014-12-10,"$9,00",
2014-12-11,"$9,00",
2014-12-12,"$9,00",
2014-12-13,"$9,00",
2014-12-14,"$9,00",
2014-12-15,"$9,00",
2014-12-16,"$9,00",
2014-12-17,"$9,00",
2014-12-18,"$9,00",
2014-12-19,"$9,00",
2014-12-20,"$9,00",
2014-12-21,"$9,00",
2014-12-22,"$9,00",
2014-12-23,"$9,00",
2014-12-24,"$9,00",
2014-12-25,"$9,00",
2014-12-26,"$9,00",
2014-12-27,"$9,00",
2014-12-28,"$9,00",
2014-12-29,"$9,00",
2014-12-30,"$9,00",
2014-12-31,"$9,00",
2015-01-01,"$9,00",
2015-01-02,"$9,00",
2015-01-03,"$9,00",
2015-01-04,"$9,00",
2015-01-05,"$9,00",
2015-01-06,"$9,00",
2015-01-07,"$9,00",
2015-01-08,"$9,00",
2015-01-09,"$9,00",
2015-01-10,"$9,00",
2015-01-11,"$9,00",
2015-01-12,"$9,00",
2015-01-13,"$9,00",
2015-01-14,"$9,00",
2015-01-15,"$9,00",
2015-01-16,"$9,00",
2015-01-17,"$9,00",
2015-01-18,"$9,00",
2015-01-19,"$9,00",
2015-01-20,"$9,00",
2015-01-21,"$9,00",
2015-01-22,"$9,00",
2015-01-23,"$9,00",
2015-01-24,"$9,00",
2015-01-25,"$9,00",
2015-01-26,"$9,00",
2015-01-27,"$9,00",
2015-01-28,"$9,00",
2015-01-29,"$9,00",
2015-01-30,"$9,00",
2015-01-31,"$9,00",
2015-02-01,"$9,00",
2015-02-02,"$9,00",
2015-02-03,"$9,00",
2015-02-04,"$9,00",
2015-02-05,"$9,00",
2015-02-06,"$9,00",
2015-02-07,"$9,00",
2015-02-08,"$9,00",
2015-02-09,"$9,00",
2015-02-10,"$9,00",
2015-02-11,"$9,00",
2015-02-12,"$9,00",
2015-02-13,"$9,00",
2015-02-14,"$9,00",
2015-02-15,"$9,00",
2015-02-16,"$9,00",
2015-02-17,"$9,00",
2015-02-18,"$9,00",
2015-02-19,"$9,00",
2015-02-20,"$9,00",
2015-02-21,"$9,00",
2015-02-22,"$9,00",
2015-02-23,"$9,00",
2015-02-24,"$9,00",
2015-02-25,"$9,00",
2015-02-26,"$9,00",
2015-02-27,"$9,00",
2015-02-28,"$9,00",
2015-03-01,"$9,00",
2015-03-02,"$9,00",
2015-03-03,"$9,00",
2015-03-04,"$9,00",
2015-03-05,"$9,00",
2015-03-06,"$9,00",
2015-03-07,"$9,00",
2015-03-08,"$9,00",
2015-03-09,"$9,00",
2015-03-10,"$9,00",
2015-03-11,"$9,00",
2015-03-12,"$9,00",
2015-03-13,"$9,00",
2015-03-14,"$9,00",
2015-03-15,"$9,00",
2015-03-16,"$9,00",
2015-03-17,"$9,00",
2015-03-18,"$9,00",
2015-03-19,"$9,00",
2015-03-20,"$9,00",
2015-03-21,"$9,00",
2015-03-22,"$9,00",
2015-03-23,"$9,00",
2015-03-24,"$9,00",
2015-03-25,"$9,00",
2015-03-26,"$9,00",
2015-03-27,"$9,00",
2015-03-28,"$9,00",
2015-03-29,"$9,00",
2015-03-30,"$9,00",
2015-03-31,"$9,00",
2015-04-01,"$9,00",
2015-04-02,"$9,00",
2015-04-03,"$9,00",
2015-04-04,"$9,00",
2015-04-05,"$9,00",
2015-04-06,"$9,00",
2015-04-07,"$9,00",
2015-04-08,"$9,00",
2015-04-09,"$9,00",
2015-04-10,"$9,00",
2015-04-11,"$9,00",
2015-04-12,"$9,00",
2015-04-13,"$9,00",
2015-04-14,"$9,00",
2015-04-15,"$9,00",
2015-04-16,"$9,00",
2015-04-17,"$9,00",
2015-04-18,"$9,00",
2015-04-19,"$9,00",
2015-04-20,"$9,00",
2015-04-21,"$9,00",
2015-04-22,"$9,00",
2015-04-23,"$9,00",
2015-04-24,"$9,00",
2015-04-25,"$9,00",
2015-04-26,"$9,00",
2015-04-27,"$9,00",
2015-04-28,"$9,00",
2015-04-29,"$9,00",
2015-04-30,"$9,00",
2015-05-01,"$9,00",
2015-05-02,"$9,00",
2015-05-03,"$9,00",
2015-05-04,"$9,00",
2015-05-05,"$9,00",
2015-05-06,"$9,00",
2015-05-07,"$9,00",
2015-05-08,"$9,00",
2015-05-09,"$9,00",
2015-05-10,"$9,00",
2015-05-11,"$9,00",
2015-05-12,"$9,00",
2015-05-13,"$9,00",
2015-05-14,"$9,00",
2015-05-15,"$9,00",
2015-05-16,"$9,00",
2015-05-17,"$9,00",
2015-05-18,"$9,00",
2015-05-19,"$9,00",
2015-05-20,"$9,00",
2015-05-21,"$9,00",
2015-05-22,"$9,00",
2015-05-23,"$9,00",
2015-05-24,"$9,00",
2015-05-25,"$9,00",
2015-05-26,"$9,00",
2015-05-27,"$9,00",
2015-05-28,"$9,00",
2015-05-29,"$9,00",
2015-05-30,"$9,00",
2015-05-31,"$9,00",
2015-06-01,"$9,00",
2015-06-02,"$9,00",
2015-06-03,"$9,00",
2015-06-04,"$9,00",
2015-06-05,"$9,00",
2015-06-06,"$9,00",
2015-06-07,"$9,00",
2015-06-08,"$9,00",
2015-06-09,"$9,00",
2015-06-10,"$9,00",
2015-06-11,"$9,00",
2015-06-12,"$9,00",
2015-06-13,"$9,00",
2015-06-14,"$9,00",
2015-06-15,"$9,00",
2015-06-16,"$9,00",
2015-06-17,"$9,00",
2015-06-18,"$9,00",
2015-06-19,"$9,00",
2015-06-20,"$9,00",
2015-06-21,"$9,00",
2015-06-22,"$9,00",
2015-06-23,"$9,00",
2015-06-24,"$9,00",
2015-06-25,"$9,00",
2015-06-26,"$9,00",
2015-06-27,"$9,00",
2015-06-28,"$9,00",
2015-06-29,"$9,00",
2015-06-30,"$9,00",
2015-07-01,"$9,00",
2015-07-02,"$9,00",
2015-07-03,"$9,00",
2015-07-04,"$9,00",
2015-07-05,"$9,00",
2015-07-06,"$9,00",
2015-07-07,"$9,00",
2015-07-08,"$9,00",
2015-07-09,"$9,00",
2015-07-10,"$9,00",
2015-07-11,"$9,00",
2015-07-12,"$9,00",
2015-07-13,"$9,00",
2015-07-14,"$9,00",
2015-07-15,"$9,00",
2015-07-16,"$9,00",
2015-07-17,"$9,00",
2015-07-18,"$9,00",
2015-07-19,"$9,00",
2015-07-20,"$9,00",
2015-07-21,"$9,00",
2015-07-22,"$9,00",
2015-07-23,"$9,00",
2015-07-24,"$9,00",
2015-07-25,"$9,00",
2015-07-26,"$9,00",
2015-07-27,"$9,00",
2015-07-28,"$9,00",
2015-07-29,"$9,00",
2015-07-30,"$9,00",
2015-07-31,"$9,00",
2015-08-01,"$9,00",
2015-08-02,"$9,00",
2015-08-03,"$9,00",
2015-08-04,"$9,00",
2015-08-05,"$9,00",
2015-08-06,"$9,00",
2015-08-07,"$9,00",
2015-08-08,"$9,00",
2015-08-09,"$9,00",
2015-08-10,"$9,00",
2015-08-11,"$9,00",
2015-08-12,"$9,00",
2015-08-13,"$9,00",
2015-08-14,"$9,00",
2015-08-15,"$9,00",
2015-08-16,"$9,00",
2015-08-17,"$9,00",
2015-08-18,"$9,00",
2015-08-19,"$9,00",
2015-08-20,"$9,00",
2015-08-21,"$9,00",
2015-08-22,"$9,00",
2015-08-23,"$9,00",
2015-08-24,"$9,00",
2015-08-25,"$9,00",
2015-08-26,"$9,00",
2015-08-27,"$9,00",
2015-08-28,"$9,00",
2015-08-29,"$9,00",
2015-08-30,"$9,00",
2015-08-31,"$9,00",
2015-09-01,"$9,00",
2015-09-02,"$9,00",
2015-09-03,"$9,00",
2015-09-04,"$9,00",
2015-09-05,"$9,00",
2015-09-06,"$9,00",
2015-09-07,"$9,00",
2015-09-08,"$9,00",
2015-09-09,"$9,00",
2015-09-10,"$9,00",
2015-09-11,"$9,00",
2015-09-12,"$9,00",
2015-09-13,"$9,00",
2015-09-14,"$9,00",
2015-09-15,"$9,00",
2015-09-16,"$9,00",
2015-09-17,"$9,00",
2015-09-18,"$9,00",
2015-09-19,"$9,00",
2015-09-20,"$9,00",
2015-09-21,"$9,00",
2015-09-22,"$9,00",
2015-09-23,"$9,00",
2015-09-24,"$9,00",
2015-09-25,"$9,00",
2015-09-26,"$9,00",
2015-09-27,"$9,00",
2015-09-28,"$9,00",
2015-09-29,"$9,00",
2015-09-30,"$9,00",
2015-10-01,"$9,00",
2015-10-02,"$9,00",
2015-10-03,"$9,00",
2015-10-04,"$9,00",
2015-10-05,"$9,00",
2015-10-06,"$9,00",
2015-10-07,"$9,00",
2015-10-08,"$9,00",
2015-10-09,"$9,00",
2015-10-10,"$9,00",
2015-10-11,"$9,00",
2015-10-12,"$9,00",
2015-10-13,"$9,00",
2015-10-14,"$9,00",
2015-10-15,"$9,00",
2015-10-16,"$10,00",
2015-10-17,"$10,00",
2015-10-18,"$10,00",
2015-10-19,"$10,00",
2015-10-20,"$10,00",
2015-10-21,"$10,00",
2015-10-22,"$10,00",
2015-10-23,"$10,00",
2015-10-24,"$10,00",
2015-10-25,"$10,00",
2015-10-26,"$10,00",
2015-10-27,"$10,00",
2015-10-28,"$10,00",
2015-10-29,"$10,00",
2015-10-30,"$10,00",
2015-10-31,"$10,00",
2015-11-01,"$10,00",
2015-11-02,"$10,00",
2015-11-03,"$10,00",
2015-11-04,"$10,00",
2015-11-05,"$10,00",
2015-11-06,"$10,00",
2015-11-07,"$10,00",
2015-11-08,"$10,00",
2015-11-09,"$10,00",
2015-11-10,"$10,00",
2015-11-11,"$10,00",
2015-11-12,"$10,00",
2015-11-13,"$10,00",
2015-11-14,"$10,00",
2015-11-15,"$10,00",
2015-11-16,"$10,00",
2015-11-17,"$10,00",
2015-11-18,"$10,00",
2015-11-19,"$10,00",
2015-11-20,"$10,00",
2015-11-21,"$10,00",
2015-11-22,"$10,00",
2015-11-23,"$10,00",
2015-11-24,"$10,00",
2015-11-25,"$10,00",
2015-11-26,"$10,00",
2015-11-27,"$10,00",
2015-11-28,"$10,00",
2015-11-29,"$10,00",
2015-11-30,"$10,00",
2015-12-01,"$10,00",
2015-12-02,"$10,00",
2015-12-03,"$10,00",
2015-12-04,"$10,00",
2015-12-05,"$10,00",
2015-12-06,"$10,00",
2015-12-07,"$10,00",
2015-12-08,"$10,00",
2015-12-09,"$10,00",
2015-12-10,"$10,00",
2015-12-11,"$10,00",
2015-12-12,"$10,00",
2015-12-13,"$10,00",
2015-12-14,"$10,00",
2015-12-15,"$10,00",
2015-12-16,"$10,00",
2015-12-17,"$13,00",
2015-12-18,"$14,00",
2015-12-19,"$14,00",
2015-12-20,"$14,00",
2015-12-21,"$13,00",
2015-12-22,"$13,00",
2015-12-23,"$13,00",
2015-12-24,"$13,00",
2015-12-25,"$13,00",
2015-12-26,"$13,00",
2015-12-27,"$13,00",
2015-12-28,"$13,00",
2015-12-29,"$13,00",
2015-12-30,"$13,00",
2015-12-31,"$13,00",
2016-01-01,"$13,00",
2016-01-02,"$13,00",
2016-01-03,"$13,00",
2016-01-04,"$13,00",
2016-01-05,"$14,00",
2016-01-06,"$14,00",
2016-01-07,"$14,00",
2016-01-08,"$14,00",
2016-01-09,"$14,00",
2016-01-10,"$14,00",
2016-01-11,"$14,00",
2016-01-12,"$14,00",
2016-01-13,"$14,00",
2016-01-14,"$14,00",
2016-01-15,"$14,00",
2016-01-16,"$14,00",
2016-01-17,"$14,00",
2016-01-18,"$14,00",
2016-01-19,"$14,00",
2016-01-20,"$14,00",
2016-01-21,"$14,00",
2016-01-22,"$14,00",
2016-01-23,"$14,00",
2016-01-24,"$14,00",
2016-01-25,"$14,00",
2016-01-26,"$14,00",
2016-01-27,"$14,00",
2016-01-28,"$14,00",
2016-01-29,"$14,00",
2016-01-30,"$14,00",
2016-01-31,"$14,00",
2016-02-01,"$14,00",
2016-02-02,"$14,00",
2016-02-03,"$14,00",
2016-02-04,"$14,00",
2016-02-05,"$14,00",
2016-02-06,"$15,00",
2016-02-07,"$15,00",
2016-02-08,"$15,00",
2016-02-09,"$15,00",
2016-02-10,"$15,00",
2016-02-11,"$15,00",
2016-02-12,"$15,00",
2016-02-13,"$15,00",
2016-02-14,"$15,00",
2016-02-15,"$15,00",
2016-02-16,"$15,00",
2016-02-17,"$15,00",
2016-02-18,"$15,00",
2016-02-19,"$15,00",
2016-02-20,"$15,00",
2016-02-21,"$15,00",
2016-02-22,"$15,00",
2016-02-23,"$15,00",
2016-02-24,"$16,00",
2016-02-25,"$16,00",
2016-02-26,"$16,00",
2016-02-27,"$16,00",
2016-02-28,"$16,00",
2016-02-29,"$16,00",
2016-03-01,"$16,00",
2016-03-02,"$16,00",
2016-03-03,"$16,00",
2016-03-04,"$16,00",
2016-03-05,"$15,00",
2016-03-06,"$15,00",
2016-03-07,"$16,00",
2016-03-08,"$16,00",
2016-03-09,"$16,00",
2016-03-10,"$16,00",
2016-03-11,"$15,00",
2016-03-12,"$15,00",
2016-03-13,"$15,00",
2016-03-14,"$15,00",
2016-03-15,"$15,00",
2016-03-16,"$15,00",
2016-03-17,"$15,00",
2016-03-18,"$15,00",
2016-03-19,"$15,00",
2016-03-20,"$15,00",
2016-03-21,"$15,00",
2016-03-22,"$15,00",
2016-03-23,"$15,00",
2016-03-24,"$15,00",
2016-03-25,"$15,00",
2016-03-26,"$15,00",
2016-03-27,"$15,00",
2016-03-28,"$15,00",
2016-03-29,"$15,00",
2016-03-30,"$15,00",
2016-03-31,"$15,00",
2016-04-01,"$15,00",
2016-04-02,"$15,00",
2016-04-03,"$15,00",
2016-04-04,"$15,00",
2016-04-05,"$15,00",
2016-04-06,"$15,00",
2016-04-07,"$15,00",
2016-04-08,"$15,00",
2016-04-09,"$15,00",
2016-04-10,"$15,00",
2016-04-11,"$15,00",
2016-04-12,"$15,00",
2016-04-13,"$15,00",
2016-04-14,"$15,00",
2016-04-15,"$15,00",
2016-04-16,"$15,00",
2016-04-17,"$15,00",
2016-04-18,"$15,00",
2016-04-19,"$14,00",
2016-04-20,"$15,00",
2016-04-21,"$15,00",
2016-04-22,"$15,00",
2016-04-23,"$15,00",
2016-04-24,"$15,00",
2016-04-25,"$15,00",
2016-04-26,"$15,00",
2016-04-27,"$15,00",
2016-04-28,"$15,00",
2016-04-29,"$15,00",
2016-04-30,"$15,00",
2016-05-01,"$15,00",
2016-05-02,"$15,00",
2016-05-03,"$15,00",
2016-05-04,"$15,00",
2016-05-05,"$15,00",
2016-05-06,"$15,00",
2016-05-07,"$15,00",
2016-05-08,"$15,00",
2016-05-09,"$15,00",
2016-05-10,"$15,00",
2016-05-11,"$15,00",
2016-05-12,"$14,00",
2016-05-13,"$14,00",
2016-05-14,"$14,00",
2016-05-15,"$14,00",
2016-05-16,"$14,00",
2016-05-17,"$14,00",
2016-05-18,"$14,00",
2016-05-19,"$14,00",
2016-05-20,"$14,00",
2016-05-21,"$14,00",
2016-05-22,"$14,00",
2016-05-23,"$14,00",
2016-05-24,"$14,00",
2016-05-25,"$14,00",
2016-05-26,"$14,00",
2016-05-27,"$14,00",
2016-05-28,"$14,00",
2016-05-29,"$14,00",
2016-05-30,"$14,00",
2016-05-31,"$14,00",
2016-06-01,"$14,00",
2016-06-02,"$14,00",
2016-06-03,"$14,00",
2016-06-04,"$14,00",
2016-06-05,"$14,00",
2016-06-06,"$14,00",
2016-06-07,"$14,00",
2016-06-08,"$14,00",
2016-06-09,"$14,00",
2016-06-10,"$14,00",
2016-06-11,"$14,00",
2016-06-12,"$14,00",
2016-06-13,"$14,00",
2016-06-14,"$14,00",
2016-06-15,"$14,00",
2016-06-16,"$14,00",
2016-06-17,"$14,00",
2016-06-18,"$14,00",
2016-06-19,"$14,00",
2016-06-20,"$14,00",
